ABI	7234.0	1276
ABR	5388.0	481
ACK	23683.0	1217
ACT	4918.0	1125
AEX	17370.0	1442
AGS	31456.0	2586
ALB	113920.0	7685
ALW	1102.0	467
AMA	30341.0	3068
ANC	68770.0	14066
ATL	2424932.0	207515
AVP	9869.0	1143
AZO	7917.0	1169
BDL	212051.0	14998
BET	1566.0	477
BGR	35265.0	3171
BIS	37928.0	2407
BJI	6452.0	500
BLV	20178.0	839
BMI	18832.0	1714
BOS	1255415.0	86433
BQK	4653.0	625
BQN	37910.0	1490
BRD	7315.0	452
BZN	74575.0	7171
CAE	34428.0	3704
CAK	19013.0	1381
CHA	40974.0	3485
CHS	229002.0	16032
CIU	7422.0	480
CLL	6069.0	870
CMH	276173.0	25123
CNY	7611.0	394
COU	25146.0	1038
CWA	7369.0	1199
DAY	44105.0	4383
DEC	4209.0	645
DFW	2519912.0	179658
DIK	322.0	7
DLH	15276.0	1124
DRT	4108.0	445
DSM	92962.0	9581
EAR	4996.0	468
EAU	3608.0	383
ECP	53677.0	4790
ELM	12103.0	697
ELP	125797.0	11033
ESC	12504.0	477
EUG	63749.0	6078
EWN	9252.0	815
FAT	58874.0	7161
FLL	1056977.0	55760
FWA	50516.0	3237
GCK	5233.0	474
GFK	17552.0	968
GGG	3293.0	525
GRB	20880.0	2597
GRK	17616.0	1400
GSP	83994.0	8265
GTF	14802.0	1471
GTR	3758.0	684
HGR	3926.0	159
HHH	25767.0	1335
IAH	1105692.0	81823
IMT	8031.0	478
IND	288193.0	26876
JFK	1703108.0	86922
JLN	9566.0	417
JMS	7451.0	524
JNU	9052.0	3178
KOA	69881.0	10940
KTN	4923.0	1657
LAN	11289.0	1317
LAW	8096.0	756
LGB	105868.0	10233
LSE	7618.0	999
LWS	3672.0	743
LYH	1317.0	182
MCW	4616.0	355
MEI	11555.0	529
MFE	29438.0	2392
MGM	31542.0	1711
MLB	15287.0	1646
MOB	31153.0	2241
MOT	31279.0	1484
MSP	961545.0	80152
MSY	431742.0	30906
MVY	14549.0	809
OAK	322364.0	30790
OME	-1800.0	465
ORF	178095.0	14194
PBI	354210.0	16040
PGD	100104.0	4346
PHF	2092.0	370
PHL	693333.0	56860
PHX	1358734.0	107775
PIB	4258.0	428
PIE	79787.0	5434
PIH	129.0	243
PIT	253829.0	26137
PLN	7115.0	516
PPG	2887.0	34
PSG	1938.0	475
PSM	5281.0	285
PSP	87939.0	9684
PUB	596.0	362
PUW	3962.0	832
PVD	137652.0	9537
RIC	144020.0	12207
RKS	5807.0	261
ROC	120635.0	7879
RST	12806.0	1172
RSW	450643.0	25588
SAV	176561.0	11774
SCE	9869.0	462
SCK	10881.0	399
SFB	100476.0	6245
SHR	1076.0	413
SIT	4098.0	981
SLN	8645.0	565
SPS	3617.0	749
SRQ	210236.0	10246
STC	1326.0	81
STL	551500.0	37800
STX	3662.0	800
SUN	3793.0	1287
SWF	15563.0	610
SWO	2686.0	470
TBN	2051.0	380
TTN	30563.0	1609
TUS	99384.0	10601
TVC	39489.0	2939
TYR	2491.0	844
VCT	2650.0	398
VEL	613.0	370
VPS	72141.0	6182
WRG	2207.0	475
XNA	74003.0	6788
XWA	14167.0	941
