ABE	10.7636612022
ABI	5.66927899687
ABQ	11.2793958172
ABR	11.2016632017
ABY	7.4546875
ACK	19.4601479047
ACT	4.37155555556
ACV	14.1116788321
ACY	8.78407557355
ADK	3.20895522388
ADQ	-7.18604651163
AEX	12.0457697642
AGS	12.1639597834
AKN	11.1853035144
ALB	14.8236824984
ALO	2.64732142857
ALS	4.26470588235
ALW	2.35974304069
AMA	9.88950456323
ANC	4.88909426987
APN	20.5689223058
ASE	26.9662004662
ATL	11.6855745368
ATW	12.0672136321
ATY	49.0
AUS	14.3548375908
AVL	11.0799304952
AVP	8.63429571304
AZA	9.58061171591
AZO	6.77245508982
BDL	14.1386184825
BET	3.28301886792
BFF	11.462474645
BFL	10.0024953213
BGM	18.5333333333
BGR	11.1210974456
BHM	13.9197742614
BIH	22.9604316547
BIL	6.13644859813
BIS	15.7573743249
BJI	12.904
BKG	19.829787234
BLI	4.16264814058
BLV	24.0500595948
BMI	10.9871645274
BNA	13.1904113568
BOI	5.74086437105
BOS	14.5247185681
BPT	2.74635036496
BQK	7.4448
BQN	25.4429530201
BRD	16.1836283186
BRO	13.967251462
BRW	15.7149321267
BTM	5.0932642487
BTR	9.85378787879
BTV	16.6978604279
BUF	15.2034529183
BUR	8.24143026005
BWI	19.5703966498
BZN	10.3995258681
CAE	9.29481641469
CAK	13.7675597393
CDC	-3.05275779376
CDV	-0.222462203024
CGI	9.22380952381
CHA	11.7572453372
CHO	14.7431964374
CHS	14.2840568862
CID	12.1260093897
CIU	15.4625
CKB	20.0518934081
CLE	13.051753972
CLL	6.97586206897
CLT	12.2237088958
CMH	10.9928352506
CMI	4.70993914807
CMX	16.16
CNY	19.3172588832
COD	21.5271966527
COS	12.3425570074
COU	24.225433526
CPR	12.1766138855
CRP	9.89666807254
CRW	16.3833515882
CSG	8.00083963056
CVG	11.0533085124
CWA	6.14595496247
CYS	9.65728900256
DAB	10.3299284985
DAL	17.3211073164
DAY	10.0627424139
DBQ	3.29039812646
DCA	14.9415896897
DDC	18.6930946292
DEC	6.52558139535
DEN	17.7738277217
DFW	14.0261608167
DHN	8.13473053892
DIK	46.0
DLG	8.02413793103
DLH	13.590747331
DRO	14.4504504505
DRT	9.23146067416
DSM	9.70274501618
DTW	12.2988251785
DVL	15.9339853301
EAR	10.6752136752
EAT	7.01890756303
EAU	9.42036553525
ECP	11.2060542797
EGE	14.8301435407
EKO	10.6859504132
ELM	17.3644189383
ELP	11.4018852533
ERI	11.0816326531
ESC	26.213836478
EUG	10.4884830536
EVV	8.54852624012
EWN	11.3521472393
EWR	21.1959440301
EYW	21.0167587805
FAI	2.86320153061
FAR	17.3337716991
FAT	8.22147744728
FAY	9.94651320244
FCA	10.8575544174
FLG	9.07130584192
FLL	18.9558285509
FNT	18.5820676139
FOD	16.8342541436
FSD	12.646925766
FSM	10.780638517
FWA	15.6058078468
GCC	18.8613861386
GCK	11.0400843882
GEG	6.97762966368
GFK	18.132231405
GGG	6.27238095238
GJT	10.823876532
GNV	11.5018602728
GPT	11.7470873786
GRB	8.04004620716
GRI	13.1386138614
GRK	12.5828571429
GRR	14.0066763425
GSO	8.30939315688
GSP	10.1626134301
GST	-7.23
GTF	10.0625424881
GTR	5.49415204678
GUC	12.513618677
GUM	2.30661322645
HDN	15.3775889538
HGR	24.6918238994
HHH	19.3011235955
HIB	6.24129353234
HLN	4.43639921722
HNL	8.13082919522
HOB	31.19140625
HOU	15.2139255777
HPN	19.4362129258
HRL	10.2874109264
HSV	11.2373612824
HTS	30.9126213592
HYA	25.3440860215
HYS	11.4446952596
IAD	15.3939469665
IAG	30.8191489362
IAH	13.513217555
ICT	12.4143356643
IDA	12.9077231695
ILG	32.9047619048
ILM	13.5261016949
IMT	16.8012552301
IND	10.7230614675
INL	18.5091383812
ISP	16.3750765462
ITH	17.4967880086
ITO	4.21679736909
JAC	16.0521765977
JAN	9.36441693291
JAX	15.8118219229
JFK	19.5935206277
JLN	22.9400479616
JMS	14.2194656489
JNU	2.84833228446
JST	19.2461873638
KOA	6.38765996344
KTN	2.97103198552
LAN	8.57175398633
LAR	6.71081081081
LAS	15.3921619751
LAW	10.708994709
LAX	10.1000197355
LBB	8.78493449782
LBE	8.25
LBF	10.285012285
LBL	4.54156171285
LCH	6.75866851595
LCK	28.8903924222
LEX	9.81368175058
LFT	16.5555068012
LGA	15.8685905889
LGB	10.345744161
LIH	5.5842909963
LIT	12.2813424009
LNK	21.03125
LRD	14.5326530612
LSE	7.62562562563
LWB	21.7549019608
LWS	4.94212651413
LYH	7.23626373626
MAF	11.1980911219
MBS	9.44601542416
MCI	11.3386554622
MCO	20.2892922114
MCW	13.0028169014
MDT	16.306372549
MDW	21.0943881821
MEI	21.843100189
MEM	15.8865971705
MFE	12.3068561873
MFR	7.17918187056
MGM	18.4348334307
MHK	9.85802469136
MHT	11.3937349398
MIA	17.4126059835
MKE	10.515877844
MKG	7.72916666667
MLB	9.28736330498
MLI	9.93569844789
MLU	9.77928949358
MOB	13.901383311
MOT	21.0774932615
MQT	24.1180285344
MRY	10.563099631
MSN	11.4185848252
MSO	10.3114543115
MSP	11.9965191137
MSY	13.9695204815
MTJ	10.0157870997
MVY	17.9839307787
MYR	9.13987210664
OAJ	8.24763979666
OAK	10.46976291
OGD	21.2592592593
OGG	9.01450447263
OGS	26.3991416309
OKC	9.94286589569
OMA	11.42010236
OME	-3.87096774194
ONT	8.78591530859
ORD	13.3593897936
ORF	12.5472030435
ORH	17.8385269122
OTH	22.1310043668
OTZ	-6.29574468085
